ID,性别,年龄,职业,征信是否逾期,工资,婚否,购房所属套数,首付款比例,收入支出比例,拟购房面积,贷款期限,是否贷款
3674,1,2,0,0,0,1,0,3,3,2,0,0
3675,0,2,0,0,2,1,0,0,3,2,3,1
3676,1,1,0,0,0,2,0,1,2,3,2,0
3677,1,2,0,0,1,1,0,3,3,2,0,1
3678,1,0,1,0,0,1,0,0,2,3,4,1
3679,1,1,1,0,1,1,0,3,3,2,0,1
3680,0,1,1,0,0,1,1,4,0,3,1,1
3681,0,0,1,0,0,2,0,2,2,3,0,0
3682,0,0,1,0,0,1,0,3,3,2,4,0
3683,1,0,1,0,0,1,0,1,2,1,0,0
3684,1,1,0,0,1,1,0,0,1,1,0,1
3685,1,2,0,0,0,1,0,2,3,3,3,1
3686,0,0,0,0,1,1,0,2,2,0,4,1
3687,1,1,0,1,3,1,0,1,2,0,1,1
3688,1,3,0,0,3,1,0,0,3,3,0,1
3689,1,0,0,1,4,2,0,0,1,2,0,0
3690,0,1,0,0,0,1,0,2,2,3,2,1
3691,1,1,0,0,3,1,0,0,2,0,1,1
3692,0,2,0,0,3,1,0,4,3,0,2,1
3693,1,1,0,0,4,2,0,0,0,1,3,1
3694,1,1,0,0,1,1,0,1,2,1,3,1
3695,0,0,1,0,1,1,0,0,1,1,4,1
3696,0,1,0,0,1,1,0,3,2,2,4,0
3697,1,1,1,0,2,1,0,0,2,0,4,1
3698,0,1,1,0,2,1,0,1,1,2,0,1
3699,1,2,1,0,4,1,1,4,1,0,0,1
3700,0,1,1,0,0,1,0,1,0,1,0,1
3701,0,1,1,0,1,1,0,1,2,3,0,1
3702,0,2,1,0,4,2,0,3,2,2,0,1
3703,1,1,1,0,0,1,0,3,3,2,0,1
3704,0,1,0,0,1,1,0,4,1,2,0,0
3705,1,2,1,0,3,1,0,3,3,3,0,1
3706,0,0,1,0,3,1,0,2,3,1,1,1
3707,1,3,0,0,4,1,0,4,1,2,0,1
3708,0,1,0,0,1,1,0,0,2,3,0,1
3709,0,1,0,0,1,1,0,3,3,1,0,1
3710,0,2,0,0,4,1,0,2,0,0,1,1
3711,1,0,1,0,4,1,0,2,1,0,2,1
3712,0,2,1,1,3,1,0,4,3,2,0,0
3713,1,1,0,0,3,2,0,4,0,0,1,0
3714,0,0,1,0,0,2,0,3,3,3,4,0
3715,1,1,1,0,1,1,0,3,3,3,4,1
3716,0,3,1,0,1,1,0,4,1,2,4,1
3717,1,2,1,1,0,1,0,0,2,3,1,0
3718,0,3,0,0,1,2,0,3,3,1,3,1
3719,1,1,0,0,1,1,0,0,2,3,0,1
3720,1,0,0,0,0,1,0,2,1,3,4,0
3721,1,1,0,0,3,1,0,4,2,0,3,1
3722,1,1,0,0,0,2,0,0,2,3,4,0
3723,1,1,1,0,0,1,0,4,3,2,1,1
3724,0,0,0,0,3,1,0,0,2,3,0,1
3725,0,0,0,0,1,1,0,2,1,3,3,1
3726,1,1,0,1,2,1,0,1,1,1,0,0
3727,1,0,0,0,1,1,1,4,3,2,1,1
3728,0,0,0,0,4,1,0,1,1,0,4,1
3729,1,0,0,0,2,1,0,0,1,1,4,1
3730,0,0,0,0,0,1,0,3,0,0,3,0
3731,1,2,0,0,0,1,0,2,0,0,0,0
3732,1,0,1,0,1,1,0,0,2,3,3,1
3733,0,0,0,0,1,1,0,4,1,1,0,1
3734,0,0,0,0,1,2,0,1,1,1,4,0
3735,0,1,0,1,3,1,0,3,0,0,0,0
3736,1,0,0,1,4,1,0,1,0,0,4,0
3737,1,0,0,0,2,1,0,1,3,1,3,1
3738,1,0,0,0,3,1,1,4,3,2,0,1
3739,1,0,0,0,1,1,0,1,1,0,0,1
3740,1,2,1,0,2,1,0,4,3,2,4,1
3741,1,0,0,0,3,1,0,3,1,0,4,1
3742,1,2,1,0,0,1,0,3,0,0,4,1
3743,1,1,0,0,3,1,0,2,0,0,3,1
3745,1,1,1,0,2,1,1,4,2,3,4,1
3746,1,2,0,0,4,1,0,4,1,1,4,1
3747,1,2,1,0,0,1,0,4,1,2,0,1
3748,1,2,0,0,4,1,0,0,2,3,0,1
3749,1,0,0,0,3,1,0,3,3,1,0,1
3750,1,2,0,0,1,2,0,2,0,0,0,0
3751,0,1,0,0,2,1,0,0,2,0,4,1
3752,1,3,0,1,4,1,0,1,1,2,0,0
3753,1,0,0,0,4,2,0,1,3,1,4,1
3754,0,0,0,0,4,2,0,1,1,2,0,1
3755,1,1,0,0,2,1,0,1,1,3,4,1
3756,1,1,1,0,0,1,0,3,0,2,2,1
3757,1,1,0,0,3,1,0,2,1,3,4,1
3758,1,3,0,0,2,1,0,1,1,2,4,1
3759,1,0,0,0,0,2,0,3,1,0,4,0
3760,0,0,0,0,0,2,0,3,2,1,4,0
3761,1,3,0,0,0,1,0,3,1,0,1,0
3762,1,0,0,0,0,1,0,1,0,0,4,1
3763,1,1,1,0,0,1,0,1,1,2,0,1
3764,1,2,1,0,0,1,0,1,3,3,3,1
3765,1,2,0,0,2,1,0,3,1,0,4,1
3766,0,2,0,0,1,1,0,2,2,3,4,1
3767,0,1,0,0,4,1,0,4,3,0,3,1
3768,0,1,1,0,0,1,1,4,3,0,3,1
3769,0,2,0,0,0,2,0,1,1,2,2,0
3770,1,2,1,0,0,2,1,4,3,2,4,0
3771,1,1,1,0,0,1,0,4,3,1,4,1
3772,1,2,1,0,0,1,0,4,3,0,0,1
3773,1,0,1,0,0,2,1,4,3,0,0,1
3774,0,1,0,0,0,1,1,4,1,1,1,0
3775,1,1,0,0,0,2,0,2,3,1,3,0
3776,1,0,0,0,3,1,0,4,1,2,1,1
3777,1,0,0,0,2,1,0,1,2,2,3,0
3778,1,0,0,0,3,1,0,0,2,1,0,1
3779,1,1,1,0,3,1,0,1,2,3,3,1
3780,0,2,0,0,4,2,0,1,2,0,2,1
3781,1,0,0,1,3,1,1,4,2,3,1,0
3782,1,1,0,1,3,1,0,2,1,0,4,1
3783,0,3,0,1,3,1,0,2,2,2,4,1
3784,1,0,0,0,4,1,0,3,3,3,0,1
3785,0,1,1,0,0,1,0,0,2,1,4,1
3786,0,1,0,0,3,1,0,1,0,2,3,1
3787,1,2,0,0,1,1,0,3,3,3,0,1
3788,0,1,0,0,4,2,0,0,2,0,3,1
3789,0,1,0,0,1,1,0,3,2,0,1,1
3790,1,0,0,0,1,2,0,2,3,2,4,0
3791,1,1,1,0,0,2,0,3,3,3,3,0
3792,1,1,1,0,3,1,0,3,0,2,3,1
3793,1,1,1,0,2,2,0,0,3,3,4,1
3794,1,2,1,0,4,1,0,3,3,3,0,1
3795,0,1,1,0,4,1,0,4,0,2,4,1
3796,1,1,1,0,4,1,0,2,0,1,3,1
3797,0,2,0,0,1,0,0,4,0,0,4,0
3798,1,1,1,0,3,1,1,4,2,3,0,1
3799,1,1,1,0,3,1,0,2,1,0,0,1
3800,1,2,1,0,4,1,0,2,2,2,0,1
3801,0,0,0,0,2,1,0,0,3,2,4,0
3802,1,3,1,0,1,2,0,1,1,3,3,0
3803,1,1,1,0,2,1,0,3,0,2,0,1
3804,1,1,1,0,1,1,0,0,3,3,0,1
3805,1,2,1,0,1,1,0,3,1,0,4,1
3806,0,0,1,0,4,1,0,4,0,0,1,1
3807,1,2,1,0,1,2,0,3,0,1,1,0
3808,1,1,1,0,1,1,1,4,2,3,0,0
3809,1,0,1,0,4,1,0,2,1,0,0,1
3810,1,1,0,0,1,2,0,2,2,2,0,0
3811,0,3,1,0,4,2,0,3,1,0,3,1
3812,0,2,1,0,4,1,0,3,2,1,1,1
3813,1,3,1,0,4,1,0,3,1,0,3,1
3814,0,1,1,0,3,1,0,1,3,1,4,1
3815,0,0,1,0,3,1,0,3,2,1,0,1
3816,1,1,1,0,2,2,0,0,1,3,2,1
3817,1,1,0,1,3,1,0,3,2,3,3,0
3818,1,1,1,1,3,1,0,2,0,1,4,0
3819,1,0,1,0,2,1,0,0,3,3,3,1
3820,1,0,1,0,3,1,1,4,1,3,1,1
3821,1,1,0,0,1,1,0,4,0,3,1,0
3822,1,0,1,0,2,2,0,4,0,0,0,0
3823,0,0,1,0,0,1,0,1,2,0,4,0
3824,0,0,1,0,0,2,0,1,2,1,1,0
3825,1,0,1,1,2,1,0,2,1,3,2,0
3826,0,2,1,0,2,1,1,4,2,3,0,1
3827,1,0,1,0,1,1,0,2,1,0,0,1
3828,0,0,1,0,4,1,0,4,0,0,3,1
3829,1,0,1,0,0,1,0,1,2,2,0,1
3830,0,1,1,0,3,2,0,0,2,1,0,0
3831,0,0,1,0,4,1,0,1,2,3,0,1
3832,1,0,1,0,2,1,0,1,2,0,0,1
3833,1,0,1,0,2,1,0,2,1,1,4,1
3834,1,0,1,1,2,1,1,4,2,3,0,0
3835,0,2,1,0,4,1,0,2,1,0,0,1
3836,1,0,1,0,2,1,0,4,0,0,0,1
3837,0,2,1,0,0,1,0,1,0,3,4,1
3838,1,2,1,0,1,2,0,1,2,1,0,1
3839,1,2,1,0,2,1,0,3,1,0,3,1
3840,1,2,1,0,0,1,0,1,2,1,0,1
3841,0,0,1,1,1,1,0,1,2,1,0,1
3842,1,2,1,0,3,1,0,2,1,2,3,1
3843,0,1,1,0,2,1,0,1,2,2,0,1
3844,0,3,1,0,3,1,0,3,0,1,0,1
3845,1,0,1,0,4,1,1,4,1,2,4,1
3846,1,0,1,0,3,2,0,4,2,0,0,1
3847,1,1,1,0,2,1,0,4,3,3,0,1
3848,0,1,0,0,4,2,0,1,2,1,4,0
3849,0,1,1,0,2,1,0,1,2,0,0,1
3850,0,3,1,1,4,1,0,1,2,2,4,1
3851,1,0,1,0,2,1,0,3,0,1,1,1
3852,0,0,1,0,2,2,0,1,2,1,0,1
3853,1,3,1,1,4,1,0,2,1,2,0,0
3854,0,0,1,0,1,1,0,3,1,3,3,1
3855,0,1,1,0,4,1,0,3,0,1,0,1
3856,0,2,0,0,3,1,1,4,1,2,0,0
3857,1,2,1,0,1,1,0,4,2,0,0,1
3858,1,2,1,0,2,1,0,4,2,0,3,1
3859,0,1,0,0,4,1,0,4,3,3,4,1
3860,1,1,0,0,4,1,0,1,2,0,0,1
3861,0,2,0,0,4,1,0,1,2,2,0,1
3862,1,2,0,0,3,2,0,2,0,3,3,1
3863,1,1,0,0,1,1,0,0,3,0,4,1
3864,1,2,0,0,2,1,0,1,2,0,4,1
3865,1,0,0,0,3,2,0,1,2,3,0,1
3866,1,1,0,1,2,1,0,3,0,1,3,0
3867,1,1,0,0,1,1,0,1,0,3,0,1
3868,1,0,0,0,1,1,0,1,2,1,0,1
3869,0,0,0,0,3,1,0,1,0,3,2,1
3870,1,0,0,0,0,1,0,1,0,3,0,0
3871,1,1,0,0,0,2,0,1,2,1,0,0
3872,1,2,0,0,0,2,0,1,2,3,3,0
3873,0,0,0,0,0,1,0,4,0,3,0,0
3874,1,1,0,0,2,1,0,2,3,2,2,1
3875,1,3,0,0,0,2,0,1,2,2,0,0
3876,0,0,0,0,1,1,0,0,2,1,1,1
3877,1,1,1,0,0,1,0,1,3,2,3,1
3878,1,1,1,0,1,1,0,0,2,0,4,1
3879,0,2,1,0,0,1,0,2,2,3,4,1
3880,0,1,1,0,0,2,0,1,0,0,3,0
3881,1,1,1,0,0,1,0,3,0,1,4,0
3882,1,0,1,0,0,1,0,1,0,1,0,0
3883,1,1,0,0,1,1,0,1,2,3,0,1
3884,1,1,0,0,0,1,0,3,2,2,0,1
3885,1,1,0,0,1,1,0,3,3,2,0,1
3886,1,2,0,1,3,1,0,4,0,3,3,1
3887,1,1,0,0,3,1,0,0,2,3,0,1
3888,1,1,0,1,4,2,0,3,2,3,4,0
3889,1,2,0,0,0,1,0,0,2,3,4,1
3890,1,1,0,0,3,1,0,2,3,2,0,1
3891,1,1,0,0,3,1,0,1,2,2,0,1
3892,1,2,0,0,4,2,0,0,2,1,0,1
3893,1,0,0,0,1,1,0,1,3,2,4,1
3894,1,3,1,0,1,1,0,3,1,3,4,1
3895,1,1,0,0,1,1,0,0,2,3,2,0
3896,1,1,1,0,2,1,0,3,2,2,0,1
3897,1,2,1,0,2,1,0,3,3,2,0,1
3898,1,0,1,0,4,1,0,4,0,3,0,1
3899,1,2,1,0,0,1,0,0,3,0,3,1
3900,1,1,1,0,1,1,0,1,2,2,1,1
3901,1,0,1,0,4,2,0,0,2,1,0,1
3902,1,1,1,0,0,1,0,1,3,2,0,1
3903,1,3,0,0,1,1,0,3,1,3,0,0
3904,1,2,1,0,3,1,0,3,0,3,4,1
3905,1,3,1,0,3,1,0,2,0,1,0,1
3906,1,1,0,0,4,1,1,4,0,1,0,1
3907,0,0,0,0,1,1,0,3,3,3,4,1
3908,1,1,0,0,1,1,0,1,2,3,3,1
3909,1,1,0,0,4,1,0,2,0,1,4,1
3910,0,1,1,0,4,1,0,0,0,0,4,1
3911,1,0,1,1,3,1,0,1,3,3,4,0
3912,1,0,0,0,3,2,0,0,3,3,0,0
3913,1,1,1,0,0,2,0,3,2,3,0,0
3914,1,0,1,0,1,1,0,4,0,2,0,1
3915,1,0,1,0,1,1,0,2,0,0,4,1
3916,0,0,1,1,0,1,0,2,2,2,3,0
3917,1,0,0,0,1,2,0,0,3,3,3,1
3918,0,2,0,0,1,1,0,3,2,3,4,1
3919,1,0,0,0,0,1,0,4,0,2,3,0
3920,1,0,0,0,3,1,0,0,0,0,0,1
3921,1,0,0,0,0,2,0,1,3,3,0,0
3922,1,1,1,0,0,1,0,3,0,1,4,1
3923,1,0,0,0,3,1,0,1,3,3,0,1
3924,1,0,0,0,1,1,0,0,2,3,0,1
3925,1,0,0,1,2,1,0,3,3,3,2,0
3926,0,0,0,0,1,1,0,1,3,3,3,1
3927,0,2,0,0,4,1,0,1,3,3,0,1
3928,1,0,0,0,2,1,0,0,3,3,0,1
3929,1,2,0,0,0,1,0,3,2,3,0,0
3930,0,1,0,0,0,1,0,0,3,3,4,0
3932,0,1,0,0,1,1,0,4,3,3,3,1
3933,0,2,0,0,1,2,0,1,3,3,3,0
3934,1,2,0,1,3,1,0,0,2,3,3,0
3935,1,2,0,1,4,1,0,2,3,3,0,0
3936,1,0,0,0,2,1,0,2,2,3,0,1
3937,1,2,0,0,3,1,0,1,0,1,3,1
3938,1,1,0,0,1,1,0,3,3,3,4,1
3939,0,3,1,0,2,1,0,3,0,0,2,1
3940,0,0,0,0,3,1,0,2,3,3,4,1
3941,1,0,1,0,0,1,0,2,2,3,2,1
3942,1,1,0,0,3,1,0,2,2,3,3,1
3943,0,1,0,0,2,2,0,1,0,0,4,0
3944,0,1,1,0,2,1,0,1,0,0,1,1
3945,1,3,0,0,4,1,0,3,3,1,4,1
3946,1,0,1,0,0,1,0,1,0,0,0,1
3947,1,0,0,0,4,1,0,1,0,0,0,1
3948,1,3,0,0,3,1,0,3,3,1,0,1
3949,0,0,0,0,1,2,0,4,0,0,2,0
3950,1,1,0,0,2,1,0,3,0,1,0,1
3951,1,2,0,1,4,1,0,3,1,2,3,0
3952,1,2,0,0,4,2,0,3,2,0,0,1
3953,0,2,0,0,4,2,0,3,0,1,0,1
3954,1,1,0,0,2,1,0,0,1,3,0,1
3955,1,1,1,0,0,1,0,2,0,1,0,1
3956,1,2,0,0,3,1,1,4,0,1,0,1
3957,0,2,0,0,2,1,0,3,3,3,0,1
3958,0,1,0,0,0,2,0,3,2,0,4,0
3959,1,2,0,0,0,2,0,3,0,1,4,0
3960,1,0,0,0,0,1,1,4,0,1,0,0
3961,1,1,0,0,0,1,0,2,2,2,0,1
3962,0,1,1,0,0,1,0,3,2,2,0,1
3963,1,0,1,0,0,1,0,1,1,0,1,1
3964,1,0,0,0,2,1,0,1,0,0,4,1
3965,1,0,0,0,1,1,0,1,1,1,0,1
3966,1,1,0,0,4,1,0,3,3,2,3,1
3967,1,2,1,0,0,1,0,1,1,1,0,1
3968,0,0,0,0,0,2,0,4,1,2,1,0
3969,0,1,1,0,0,2,0,1,1,1,0,0
3970,0,3,1,0,0,1,0,3,2,1,4,1
3971,1,0,1,0,0,1,0,1,3,0,3,1
3972,1,1,1,0,0,2,1,4,0,1,3,1
3973,1,1,0,0,0,1,0,2,2,2,4,0
3974,0,2,0,0,0,2,0,3,2,2,4,0
3975,0,1,0,0,3,1,0,2,3,0,0,1
3976,0,1,0,0,2,1,0,0,0,2,4,0
3977,1,0,0,0,3,1,0,1,1,1,4,1
3978,0,1,1,0,3,1,0,2,2,2,3,1
3979,0,1,0,0,4,2,1,4,0,1,3,1
3980,0,1,0,1,3,1,0,2,1,2,1,0
3981,1,2,0,1,3,1,0,2,3,0,4,1
3982,1,1,0,1,3,1,0,2,0,0,4,1
3983,1,1,0,0,4,1,0,4,3,2,0,1
3984,1,2,1,0,0,1,0,0,1,0,0,1
3985,1,1,0,0,3,1,0,2,3,3,3,1
3986,1,1,0,0,1,1,0,2,1,2,4,1
3987,0,2,0,0,4,2,0,0,0,0,0,1
3988,1,0,0,0,1,1,0,1,3,3,0,1
3989,1,3,0,0,1,2,0,3,0,1,0,0
3990,1,1,1,0,0,2,0,4,3,2,3,0
3991,0,1,1,0,3,1,0,0,1,0,2,1
3992,0,2,1,0,2,2,0,4,1,0,0,1
3993,1,0,1,0,4,1,0,0,1,3,0,1
3994,1,2,1,0,4,1,0,2,3,0,0,1
3995,1,1,1,0,4,1,0,1,1,2,0,1
3996,0,0,0,0,1,0,0,3,1,3,0,0
3997,1,2,1,0,4,1,0,4,0,1,0,1
3998,1,2,1,0,4,1,0,1,1,0,0,1
3999,1,2,1,0,4,1,0,1,0,3,0,1
4000,0,0,0,0,1,0,0,3,1,1,3,0
4001,0,2,1,0,3,1,0,4,0,3,0,1
4002,1,1,1,0,3,1,0,4,0,3,0,1
4003,1,3,1,0,4,1,0,3,2,2,0,1
4004,0,0,0,0,2,1,0,1,2,2,4,0
4005,0,0,1,0,1,2,0,2,2,3,3,0
4006,1,1,1,0,2,1,0,4,0,1,4,1
4007,0,1,1,0,1,1,0,2,1,1,3,1
4008,0,1,1,0,1,1,0,3,2,0,3,1
4009,1,3,1,0,4,1,0,0,2,3,0,1
4010,1,0,1,0,1,2,0,1,1,0,4,0
4011,0,0,1,0,1,1,0,1,0,3,4,0
4012,1,3,1,0,4,1,0,0,2,3,0,1
4013,1,0,0,0,1,2,0,0,2,2,4,0
4014,1,1,1,0,4,2,0,0,3,0,0,1
4015,1,2,1,0,4,1,0,0,3,1,0,1
4016,1,2,1,0,4,1,0,4,0,3,2,1
4017,0,2,1,0,3,1,0,4,0,3,3,1
4018,1,1,1,0,3,1,0,3,2,2,3,1
4019,0,1,1,0,2,2,0,1,2,1,3,1
4020,0,2,0,1,3,1,0,1,0,1,0,0
4021,0,2,1,1,3,1,0,0,2,3,0,0
4022,1,1,1,0,2,1,0,0,2,3,4,1
4023,1,2,1,0,3,1,0,0,2,3,0,1
4024,1,0,0,0,1,1,0,1,0,1,0,0
4025,0,1,1,0,2,2,0,1,3,1,4,0
4026,0,1,1,0,0,1,0,0,3,0,1,0
4027,0,0,1,0,0,2,0,0,3,1,4,0
4028,1,0,1,1,2,1,0,4,3,0,4,0
4029,1,0,1,0,2,1,0,2,2,2,4,1
4030,0,1,1,0,1,1,0,1,0,1,4,1
4031,1,2,1,0,4,1,0,2,1,0,0,1
4032,1,0,1,0,0,1,0,4,1,0,0,1
4033,1,1,1,0,3,2,0,2,3,2,0,0
4034,1,3,1,0,4,1,0,4,2,1,0,1
4035,0,0,1,0,2,1,0,0,0,3,3,1
4036,0,1,1,0,2,1,0,0,3,3,0,1
4037,1,1,1,1,2,1,0,0,1,2,0,0
4038,0,2,1,0,4,1,0,1,1,2,0,1
4039,0,1,1,0,2,1,0,3,3,3,0,1
4040,0,1,1,0,0,1,0,3,1,0,0,1
4041,1,0,1,0,1,2,0,0,3,3,2,1
4042,1,1,1,0,2,1,0,2,1,0,3,1
4043,0,1,1,0,0,1,0,4,1,0,3,1
4044,1,1,1,1,1,1,0,2,3,2,4,1
4045,1,2,1,0,3,1,0,4,2,1,3,1
4046,1,1,1,0,2,1,0,4,0,2,0,1
4047,0,1,1,0,3,1,0,3,1,3,4,1
4048,1,2,1,0,4,1,0,0,2,1,0,1
4049,1,1,1,0,3,2,0,0,0,1,0,1
4050,1,1,1,0,2,1,0,3,1,1,3,1
4051,1,2,0,0,4,2,0,1,1,0,0,0
4052,1,0,1,0,2,1,0,2,0,2,3,1
4053,1,3,1,1,4,1,0,4,0,0,2,1
4054,1,1,1,0,2,1,0,0,0,1,3,1
4055,0,1,1,0,2,2,0,0,3,2,0,1
4056,0,2,1,1,4,1,0,1,1,0,0,0
4057,0,0,1,0,1,1,0,4,0,2,3,1
4058,1,2,1,0,4,1,0,1,1,3,0,1
4059,1,1,0,0,3,1,0,3,2,0,4,0
4060,0,0,1,0,1,1,0,0,2,1,3,1
4061,0,1,1,0,2,1,0,0,0,1,4,1
4062,1,3,0,0,4,1,0,2,0,1,0,1
4063,1,2,0,0,4,1,0,2,0,0,0,1
4064,1,3,0,0,4,1,0,0,0,1,4,1
4065,0,1,0,0,3,2,0,3,2,1,3,1
4066,0,0,0,0,1,1,0,3,3,1,3,1
4067,0,1,0,0,2,1,0,0,1,0,3,1
4068,0,1,0,0,3,2,0,1,0,0,4,1
4069,0,1,0,1,2,1,0,0,2,1,4,0
4070,1,0,0,0,1,1,0,0,3,2,3,1
4071,0,0,0,0,1,1,0,1,1,2,3,1
4072,0,1,0,0,3,1,0,1,1,3,3,1
4073,0,0,0,1,0,1,0,2,0,0,4,0
4074,0,0,0,0,0,2,0,2,3,3,2,0
4075,1,0,0,0,0,2,0,2,0,1,4,0
4076,0,0,0,0,0,1,0,2,0,0,3,0
4077,1,2,0,0,2,1,0,0,1,0,0,1
4078,0,0,0,0,0,2,0,2,0,0,2,0
4079,1,0,0,0,1,1,0,1,3,0,2,1
4080,1,0,1,0,0,1,0,3,1,0,4,1
4081,1,1,1,0,1,1,0,3,3,1,0,1
4082,1,0,1,0,0,1,0,2,1,2,4,1
4083,0,0,1,0,0,2,0,3,3,1,0,0
4084,1,0,1,0,0,1,0,0,1,0,0,0
4085,1,0,1,0,0,1,0,0,2,1,4,0
4086,0,2,0,0,1,1,0,0,2,0,4,1
4087,1,0,0,0,0,1,0,1,0,0,3,1
4088,0,2,0,0,1,1,0,4,3,2,3,1
4089,0,2,0,1,3,1,0,0,1,0,3,1
4090,0,2,0,0,3,1,0,1,2,2,0,1
4091,1,2,0,1,4,2,0,3,2,2,0,0
4092,0,0,0,0,0,1,0,2,1,0,4,1
4093,1,2,0,0,3,1,0,1,1,0,3,1
4094,1,1,0,0,3,1,0,1,1,0,3,1
4095,0,3,0,0,4,2,0,1,2,2,3,1
4096,1,0,0,0,1,1,0,3,2,2,4,1
4097,1,0,1,0,1,1,0,4,0,0,4,1
4098,1,1,0,0,1,1,0,1,0,2,0,0
4099,1,1,1,0,2,1,0,2,2,3,0,1
4100,1,1,1,0,2,1,0,4,0,3,2,1
4101,1,3,1,0,4,1,0,0,2,3,0,1
4102,1,0,1,0,0,1,0,2,1,0,4,1
4103,0,0,1,0,1,1,0,0,1,3,0,1
4104,1,3,1,0,4,2,0,0,2,2,4,1
4105,1,0,1,0,0,1,0,1,0,2,0,1
4106,1,1,0,0,1,1,0,4,0,3,3,0
4107,1,2,1,0,3,1,0,0,1,3,0,1
4108,1,2,1,0,3,1,0,0,0,0,3,1
4109,1,2,0,0,4,1,0,2,2,3,3,1
4110,1,1,0,0,1,1,0,2,0,2,0,1
4111,0,1,0,0,1,1,0,1,0,2,4,1
4112,1,2,0,0,4,1,0,1,0,2,0,1
4113,1,2,1,0,4,1,0,4,2,1,1,1
4114,0,1,1,1,3,1,0,3,0,1,4,0
4115,1,2,0,0,3,2,0,2,1,0,4,0
4116,0,0,1,0,0,2,0,0,2,3,3,0
4117,1,1,1,0,1,1,0,4,1,1,0,1
4118,1,1,1,0,1,1,0,2,3,2,3,1
4119,1,0,1,1,0,1,0,0,1,3,3,0
4120,1,0,0,0,1,2,0,2,0,2,4,1
4121,1,0,0,0,1,1,0,0,0,3,4,1
4122,0,1,0,0,0,1,0,1,3,1,0,0
4123,0,2,0,0,3,1,0,2,3,0,0,1
4124,1,0,0,0,0,2,0,0,1,2,3,0
4125,0,1,1,0,0,1,1,4,3,2,0,1
4126,1,3,0,0,3,1,0,1,0,2,0,1
4127,1,0,0,0,1,1,0,1,3,1,0,1
4128,1,1,0,1,2,1,0,4,1,0,3,0
4129,1,1,0,0,1,1,0,0,1,3,1,1
4130,1,2,0,0,4,1,0,2,3,0,3,1
4131,1,1,0,0,2,1,0,1,1,2,3,1
4132,1,1,0,0,0,1,1,4,2,0,0,0
4133,1,0,0,0,0,1,0,2,3,0,0,0
4134,1,1,1,0,1,1,0,2,0,0,4,1
4135,1,1,0,0,1,1,0,4,3,2,0,1
4136,0,1,0,0,1,2,0,1,3,1,0,0
4137,1,2,0,1,3,1,0,1,3,1,4,0
4138,1,1,0,1,4,1,0,1,0,2,0,0
4139,0,1,0,0,2,1,0,1,3,1,0,1
4140,1,2,0,0,3,1,0,4,1,0,3,1
4141,0,1,0,0,1,1,0,4,1,1,2,1
4142,1,1,1,0,2,1,0,0,1,3,3,1
4143,0,2,0,0,3,1,0,2,0,2,4,1
4144,1,0,1,0,0,1,0,0,0,3,4,1
4145,1,3,0,0,3,1,0,1,3,1,0,1
4146,0,1,0,0,2,2,0,2,3,0,0,0
4147,1,1,1,0,2,1,0,0,1,2,3,1
4148,1,2,0,0,4,1,0,4,1,1,1,1
4149,1,0,1,0,0,1,0,1,0,2,0,1
4150,0,2,0,0,4,1,0,3,3,1,3,1
4151,1,1,0,0,3,1,0,2,3,0,4,1
4152,1,0,0,0,1,2,0,1,0,2,0,0
4153,0,1,0,0,2,1,0,2,2,2,3,1
4154,0,3,0,1,4,1,1,4,2,0,1,0
4155,1,2,0,0,4,2,0,4,3,2,3,1
4156,1,3,0,0,4,2,0,2,0,2,4,1
4157,0,1,0,0,2,1,0,0,0,3,4,1
4158,1,0,1,0,0,1,0,1,3,1,0,1
4159,1,1,0,0,3,1,0,2,3,0,0,1
4160,1,1,0,0,2,1,0,0,1,2,3,1
4161,0,1,0,0,0,2,0,4,1,1,1,0
4162,1,0,0,0,0,2,0,1,0,2,0,0
4163,1,0,0,0,0,1,0,3,3,1,3,0
4164,1,1,0,0,0,1,0,2,3,0,4,1
4165,1,0,1,0,0,1,0,1,0,2,0,1
4166,1,0,1,0,0,1,0,0,1,2,4,1
4167,1,0,0,0,2,1,0,3,1,2,0,1
4168,1,2,0,0,1,1,0,2,1,0,0,1
4169,1,2,0,0,4,1,0,3,0,0,0,1
4170,1,0,1,0,0,1,0,4,3,3,1,1
4171,1,0,0,0,0,2,0,1,0,2,0,0
4172,1,0,1,0,0,2,0,0,3,3,0,0
4173,0,1,1,0,0,1,0,2,2,1,2,1
4174,1,0,1,0,0,1,0,1,0,2,0,1
4175,1,0,1,0,0,2,0,0,2,1,2,1
4176,1,0,0,0,0,1,1,4,2,0,1,0
4177,1,0,0,0,0,2,0,4,0,1,3,0
4178,1,2,0,0,3,1,0,1,2,2,2,1
4179,1,0,0,0,2,1,0,1,0,2,0,0
4180,1,2,0,0,3,1,0,1,1,2,4,1
4181,0,1,1,0,3,1,1,4,0,0,1,1
4182,1,0,0,0,4,2,0,0,0,0,0,1
4183,1,1,0,1,3,1,1,4,3,0,1,0
4184,1,2,0,1,3,1,0,1,1,3,3,1
4185,1,2,0,1,3,1,0,2,0,0,3,1
4186,0,2,0,0,4,1,0,0,0,0,0,1
4187,1,0,1,0,0,1,0,0,3,3,4,1
4188,1,2,0,0,3,1,0,0,0,0,0,1
4189,1,1,0,0,1,1,0,4,3,0,1,1
4190,0,3,0,0,4,2,0,3,1,2,0,1
4191,0,0,0,0,1,1,0,2,1,0,0,1
